village_code,village,village_tamil,gram_panchayat,block,taluk,district,district_code,taluk_code,block_code,pincode,pincode_confidence,pincode_match_level
932498,Mathicode,மத்திகோடு,,,Killiyoor,KANNIYAKUMARI,575,6673,,629802,gp_inferred,good
643121,Mathicode (CT),,Mathicode,KILLIYOOR,Killiyoor,KANNIYAKUMARI,575,6673,6189,629165,block_inferred,medium
932396,Methukummal,மெதுகும்மல்,,,Killiyoor,KANNIYAKUMARI,575,6673,,629172,name_match,high
643110,Methukummal (CT),,Methukummal,MUNCHIRA,Killiyoor,KANNIYAKUMARI,575,6673,6192,629172,name_match,high
932490,Midalam A,மிடாலம்    அ,,,Killiyoor,KANNIYAKUMARI,575,6673,,629802,gp_inferred,good
932493,Midalam B,மிடாலம்     ஆ,,,Killiyoor,KANNIYAKUMARI,575,6673,,629802,gp_inferred,good
643120,Midalam (CT),,Midalam,KILLIYOOR,Killiyoor,KANNIYAKUMARI,575,6673,6189,629165,block_inferred,medium
932543,Mullankinavilai,முள்ளங்கினாவிளை,,,Killiyoor,KANNIYAKUMARI,575,6673,,629802,gp_inferred,good
932394,Munchirai,முஞ்சிறை,,,Killiyoor,KANNIYAKUMARI,575,6673,,629171,name_match,high
643113,Nadaikavu (CT),,Nadaikavu,MUNCHIRA,Killiyoor,KANNIYAKUMARI,575,6673,6192,629153,block_inferred,medium
932386,Painkulam,பைங்குளம்,,,Killiyoor,KANNIYAKUMARI,575,6673,,629173,name_match,high
643118,Painkulam (CT),,Painkulam,MUNCHIRA,Killiyoor,KANNIYAKUMARI,575,6673,6192,629173,name_match,high
932542,Paloor,பாலூர்,,,Killiyoor,KANNIYAKUMARI,575,6673,,629802,gp_inferred,good
643119,Paloor (CT),,Paloor,KILLIYOOR,Killiyoor,KANNIYAKUMARI,575,6673,6189,629165,block_inferred,medium
643099,Paloor (Part),,Mullanginavilai,KILLIYOOR,Killiyoor,KANNIYAKUMARI,575,6673,6189,629165,block_inferred,medium
932390,Thengapattanam,தேங்காய்பட்டணம்,,,Killiyoor,KANNIYAKUMARI,575,6673,,629173,name_match,high
643114,Vavarai (CT),,Vavarai,MUNCHIRA,Killiyoor,KANNIYAKUMARI,575,6673,6192,629153,block_inferred,medium
932186,Aruvikkarai,அருவிக்கரை,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629177,name_match,high
643123,Aruvikkarai (Part),,Aruvikkarai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,name_match,high
932159,Attoor,ஆற்றூர்,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643127,Attoor (Part),,Cherukole,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932187,Ayacode,அயக்கோடு,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643139,Ayacode (CT),,Ayacode,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932162,Cherukole,செறுகோல்,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932279,Kannanoor,கண்ணனூர்,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643141,Kannanoor (CT),,Kannanoor,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
643140,Kattathurai (CT),,Kattathurai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629158,name_match,high
643100,Kilamalai R.F.,,Pechiparai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932191,Kulasekharam A,குலசேகரம் அ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932193,Kulasekharam B,குலசேகரம் ஆ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932184,Kumarankudi,குமரன்குடி,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643126,Mecode,,Kumarankudi,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932194,Pechiparai,பேச்சிப்பாறை,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932295,Perunchani,பெருஞ்சாணி,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643125,Ponmanai,,Surulacode,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629161,name_match,high
932198,Ponmanai A,பொன்மனை அ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932201,Ponmanai B,பொன்மனை ஆ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643124,Surulacode,,Balamore,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
643122,Thirpparappu,,Pechiparai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932190,Thiruvattar,திருவட்டார்,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932288,Thumbacode A,தும்பகோடு அ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932290,Thumbacode B,தும்பகோடு ஆ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643137,Veerapuli Extn. (Old Kulasekarapuram),,Pechiparai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
643136,Veerapuli R.F.,,Pechiparai,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
932273,Veeyanoor A,வீயன்னூர் அ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
932275,Veeyanoor B,வீயன்னூர் ஆ,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643128,Veeyanoor (Part),,Cherukole,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629177,block_inferred,medium
643138,Velimalai Forest,,Surulacode,THIRUVATTAR,Thiruvattar,KANNIYAKUMARI,575,6672,6195,629161,gp_inferred,good
932163,Yettacode,ஏற்றக்கோடு,,,Thiruvattar,KANNIYAKUMARI,575,6672,,629802,gp_inferred,good
643146,Ananthapuram,,Kadukkarai,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,605201,name_match_multi,good
932135,Aralvaimozhi North,ஆரல்வாய்மொழி வடக்கு,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
932136,Aralvaimozhi South,ஆரல்வாய்மொழி தெற்கு,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
643149,Arumanalloor (Part),,Arumanallur,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
932118,Arumanaloor,அருமநல்லூர்,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
643157,Asambu R.F.,,Kattuputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
643147,Azhagiapandipuram,,Kattuputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
932124,Bhoothapandy,பூதப்பாண்டி,,,Thovala,KANNIYAKUMARI,575,5883,,629852,taluk_match,high
932130,Chenbagaramanputhur,செண்பகராமன்புதூர்,,,Thovala,KANNIYAKUMARI,575,5883,,629301,name_match,high
643165,Chenbagaramanputhur (CT),,Chenbagaramanputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,name_match,high
643154,Chenbagaramanputhur (Part),,Madhavalayam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,name_match,high
643150,Chiramadam,,Gnalam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629851,gp_inferred,good
643148,Derisanamcope,,Gnalam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629851,name_match,high
643152,Erachakulam,,Erachakulam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629901,name_match,high
643151,Esanthimangalam,,Esanthimangalam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
932126,Esanthimangalam North,ஈசாந்திமங்கலம் வடக்கு,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
932128,Esanthimangalam South,ஈசாந்திமங்கலம் தெற்கு,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
932120,Gnalam,ஞாலம்,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
932121,Kattuputhur,காட்டுப்புதூர்,,,Thovala,KANNIYAKUMARI,575,5883,,621207,name_match_multi,good
932137,Kumarapuram,குமாரபுரம்,,,Thovala,KANNIYAKUMARI,575,5883,,627657,name_match_multi,good
932132,Madavalayam,மாதவலாயம்,,,Thovala,KANNIYAKUMARI,575,5883,,629302,taluk_match,high
643158,Mahendragiri R.F.,,Chenbagaramanputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,gp_inferred,good
913842,Navalkadu,,Esanthimangalam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
643159,Poigaimalai R.F.,,Chenbagaramanputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,gp_inferred,good
932133,Shanmugapuram,சண்முகபுரம்,,,Thovala,KANNIYAKUMARI,575,5883,,600019,name_match,high
643160,Thadagamalai R.F.,,Chenbagaramanputhoor,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,gp_inferred,good
932119,Thadikaranakonam,தடிக்காரன்கோணம்,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
643164,Thadikarankonam (CT),,Thadikarankonam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629851,taluk_match,high
932129,Thazhakudy,தாழக்குடி,,,Thovala,KANNIYAKUMARI,575,5883,,629901,taluk_match,high
643163,Thekkumalai East,,Thovalai,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
643162,Thekkumalai West,,Thovalai,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
932123,Thidal,திடல்,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
643153,Thirupathisaram,,Beemanagari,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629901,name_match,high
643155,Thovala,,Sahayanagar,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629301,block_inferred,medium
932134,Veeramarthandanputhur,வீரமார்தாண்டன்புதூர்,,,Thovala,KANNIYAKUMARI,575,5883,,629802,gp_inferred,good
643156,Veerapuli R.F.,,Thadikarankonam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629851,gp_inferred,good
643161,Velimalai R.F.,,Gnalam,THOVALA,Thovala,KANNIYAKUMARI,575,5883,6196,629851,gp_inferred,good
932525,Anducode A,அண்டுக்கோடு    அ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932527,Anducode B,அண்டுக்கோடு  ஆ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932473,Arumanai,அருமனை,,,Vilavancode,KANNIYAKUMARI,575,5881,,629151,name_match,high
932535,Chidaral,சிதறால்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932427,Devicode,தேவிக்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643094,Edaicode,,Devicode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932484,Kadayal,கடையால்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932414,Kaliyakkavilai,களியக்காவிளை,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932481,Kaliyal,களியல்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629101,taluk_match,high
932517,Kollenchi,கொல்லஞ்சி,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932399,Kunnathoor,குன்னத்தூர்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932419,Kuzhithurai Town,குழித்துறை நகரம்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932425,Malaiyadi,மலையடி,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643104,Malayadi (CT),,Malayadi,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,taluk_match,high
932537,Mancode,மாங்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629152,taluk_match,high
643093,Mancode (Part),,Mancode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629152,taluk_match,high
932477,Manjalumoodu,மஞ்சாலுமூடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629151,taluk_match,high
643102,Manjalumoodu (CT),,Manchalumoodu,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629151,taluk_match,high
932407,Maruthancode,மருந்தங்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643106,Maruthancode (CT),,Maruthencode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932533,Muzhucode,முழுக்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643103,Muzhucode (CT),,Muzhucode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932402,Nalloor,நல்லூர்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932510,Nattalam A,நட்டாலம்   அ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932514,Nattalam B,நட்டாலம்   ஆ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643117,Nattalam (CT),,Nattalam,KILLIYOOR,Vilavancode,KANNIYAKUMARI,575,5881,6189,629165,taluk_match,high
643095,Nattalam (Part),,Kollenchy,KILLIYOOR,Vilavancode,KANNIYAKUMARI,575,5881,6189,629165,taluk_match,high
932405,Pacode A,பாகோடு  அ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932410,Pacode B,பாகோடு  ஆ,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932423,Palugal,பளுகல்,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
932538,Puliyoorsalai,புலியூர்சாலை,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643101,Puliyoorsalai (CT),,Puliyoor Salai,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932512,Unnamalaikadai,உண்ணாமலைக்கடை,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643105,Vanniyoor (CT),,Vanniyoor,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932530,Vellamcode,வெள்ளாம்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643107,Vellamcode (CT),,Vellamcode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
932400,Vilathurai,விளாத்துறை,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643116,Vilathurai (CT),,Vilathurai,MUNCHIRA,Vilavancode,KANNIYAKUMARI,575,5881,6192,629153,block_inferred,medium
932411,Vilavancode,விளவங்கோடு,,,Vilavancode,KANNIYAKUMARI,575,5881,,629802,gp_inferred,good
643111,Vilavancode (CT),,Vilavancode,MELPURAM,Vilavancode,KANNIYAKUMARI,575,5881,6191,629153,block_inferred,medium
635544,Alamarathupatti,,Alamarathupatti,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,taluk_match,high
635546,Ammapatti,,Ammapatti,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639203,taluk_match,high
635541,Anjagoundanpatti,,Erumarpatty,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
931861,Aravakurichi,அரவக்குறிச்சி,,,Aravakurichi,KARUR,576,5768,,639201,taluk_match,high
635517,Ariyur,,ARIYUR,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639111,taluk_match,high
635520,Chinnadarapuram,,Chinnadharapuram,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635521,Elavanur,,ELAVANOOR,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639202,taluk_match,high
635542,Esanatham,,Esanatham,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635543,Eurumarpatti,,Erumarpatty,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635508,Gudalur East Bit I,கூடலூர் கீழ் பாகம் துண்டு I,GUDALUR EAST,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
931864,Gudalur East Bit II,கூடலூர் கீழ் பாகம் துண்டு II,,,Aravakurichi,KARUR,576,5768,,639201,gp_inferred,good
635507,Gudalur (West),,GUDALUR WEST,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,taluk_match,high
635535,Inanganur,,Inanganur,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635525,Kalakurichi Nanjai,,Nanjaikalakurichi,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635524,Kalakurichi Punjai,,PUNJAIKALAKURICHI,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635527,Kodaiyur,,Kodaiyur,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635505,Kodanthur(north),,KODANTHUR,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,taluk_match,high
635506,Kodanthur(south),,KODANTHUR,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,taluk_match,high
635534,Modakkur(East),,Modakkur East,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,taluk_match,high
635533,Modakkur(West),,Modakkur West,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,taluk_match,high
635510,Nadanthai (North),,NADANTHAI,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635509,Nadanthai (south),,Soodamani,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635526,Nagamballi,,Nagampalli,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635539,Pallapatti,,Lingamanaikenpatti,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639205,taluk_match,high
635516,P.Anaipalayam,,P.ANAIPALAYAM,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635545,Periyamanjuvali,,Periyamanjuvali,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635530,Pungambadi(East),,Pungambadi West,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639201,taluk_match,high
635531,Pungambadi(West),,Pungambadi East,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639201,taluk_match,high
635523,Rajapuram,,RAJAPURAM,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639201,taluk_match,high
635532,Santhapadi,,Santhapadi,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635538,Sendamangalam(East),,Sendamangalam East,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639205,taluk_match,high
635536,Sendamangalam(West),,Sendamangalam West,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639205,taluk_match,high
635518,Soodamani,,Soodamani,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635519,Tenilai venkitapuram,,Chinnadharapuram,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635540,Thethupatti,,Thethupatti,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635522,Thokkupatti,,THOKKUPATTI,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639206,block_inferred,medium
635515,Thumbivadi,,THUMBIVADI,K.PARAMATHY,Aravakurichi,KARUR,576,5768,6198,639002,taluk_match,high
635537,Velambadi,,Velambadi,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639207,block_inferred,medium
635528,Venjamangudalur(East),,Venjamangudalur East,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639109,name_match,high
635529,Venjamangudalur(West),,Venjamangudalur West,ARAVAKURICHI,Aravakurichi,KARUR,576,5768,6197,639109,name_match,high
635657,Adhanur,,Adhanur,KADAVUR,Kadavur,KARUR,576,5772,6199,606102,name_match_multi,good
635659,D.Edayapatti East,தே.இடையப்பட்டி கீழ்பாகம்,Kadavur,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
931935,D.Edayapatti West,தே.இடையப்பட்டி மேல்பாகம்,,,Kadavur,KARUR,576,5772,,639201,gp_inferred,good
635656,Devarmalai,,Devarmalai,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635655,Kalayapatti,,Kalayapatti,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635663,Keelappaguthi,,Keelappaguthi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635651,Keeranur,,Keeranur,KADAVUR,Kadavur,KARUR,576,5772,6199,609403,name_match_multi,good
635643,Kosur,,Kosur,KRISHNARAYAPURAM,Kadavur,KARUR,576,5772,6201,639120,name_match,high
635648,Manjanaickenpatti,,Manjanaickenpatti,KADAVUR,Kadavur,KARUR,576,5772,6199,621301,name_match_multi,good
635644,Mathagiri,,Mathagiri,KRISHNARAYAPURAM,Kadavur,KARUR,576,5772,6201,621313,name_match,high
635662,Mavathur,,Mavathur,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,name_match,high
635654,Melappaguthi,,Melappaguthi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635661,Mullippadi,,Mullipadi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635660,Palaviduthi,,Palaviduthi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,name_match,high
635649,Pannapatti,,Pannapatti,KADAVUR,Kadavur,KARUR,576,5772,6199,636305,name_match,high
635646,Pappayambadi,,Pappayambadi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635658,Sembianatham,,Sembiyanatham,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,name_match,high
635652,Thennilai,,Thennilai,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635645,Thondamanginam,,Thondamanginam,KRISHNARAYAPURAM,Kadavur,KARUR,576,5772,6201,621313,name_match,high
635647,Vadavambadi,,Vadavambadi,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635664,Valvarmangalam,,Valvarmangalam,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
635653,Varavanai,,Varavanai,KADAVUR,Kadavur,KARUR,576,5772,6199,621301,name_match,high
635650,Vellapatti,,Vellapatti,KADAVUR,Kadavur,KARUR,576,5772,6199,621311,block_inferred,medium
931869,Achimangalam,ஆச்சிமங்கலம்,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
931872,Balambalpuram,பாலாம்பாள்புரம்,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
635566,Emur,,Emoor,THANTHONI,Karur,KARUR,576,5769,6203,639007,taluk_match,high
635575,Jegadabi,,Jegadabi,THANTHONI,Karur,KARUR,576,5769,6203,639118,taluk_match,high
635573,Kakkavadi,,Kakkavadi,THANTHONI,Karur,KARUR,576,5769,6203,639003,taluk_match,high
931879,Karur,கரூர்,,,Karur,KARUR,576,5769,,639001,taluk_match,high
635579,K.Pichampatti,,K.pitchampatti,THANTHONI,Karur,KARUR,576,5769,6203,639003,block_inferred,medium
931882,Lakshmi Narayana Samudram,லட்சுமி நாராயண சமுத்திரம்,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
635574,Manavadi,,Manavadi,THANTHONI,Karur,KARUR,576,5769,6203,639005,taluk_match,high
635565,Melapalayam,,Melapalayam,THANTHONI,Karur,KARUR,576,5769,6203,639114,taluk_match,high
635577,Mookanankurichi,,Mookkanangkurichi,THANTHONI,Karur,KARUR,576,5769,6203,639005,taluk_match,high
635578,Paganatham,,Paganatham,THANTHONI,Karur,KARUR,576,5769,6203,639005,taluk_match,high
931884,Puliyur,புலியூர்,,,Karur,KARUR,576,5769,,639114,taluk_match,high
635572,Puthambur,,Puthambur,THANTHONI,Karur,KARUR,576,5769,6203,639003,taluk_match,high
931886,Sanapiratti,சணப்பிரட்டி,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
931887,Thanthoni,தாந்தோணி,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
635567,Thirumanilaiyur,,Karuppampalayam,THANTHONI,Karur,KARUR,576,5769,6203,642004,gp_inferred,good
931892,Thoranakalpatti,தோரணக்கல்பட்டி,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
931895,Uppidamangalam East,உப்பிடமங்கலம் கீழ்பாகம்,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
931896,Uppidamangalam West,உப்பிடமங்கலம் மேல்பாகம்,,,Karur,KARUR,576,5769,,639201,gp_inferred,good
635576,Vellianai(north),,Velliyanai,THANTHONI,Karur,KARUR,576,5769,6203,639003,block_inferred,medium
635580,Vellianai(south),,Velliyanai,THANTHONI,Karur,KARUR,576,5769,6203,639003,block_inferred,medium
635585,Balarajapuram,,Balarajapuram,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639119,block_inferred,medium
635594,Chinthalavadi,,Chinthalavadi,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639105,taluk_match,high
635596,Kallapalli,,Kallappalli,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639119,block_inferred,medium
635592,Kammanallur,,Kammanallur,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639119,block_inferred,medium
635597,Karuppathur,,Karuppathur,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639105,taluk_match,high
931940,Krishnarayapuram North,கிருஷ்ணராயபுரம் வடக்கு,,,Krishnarayapuram,KARUR,576,5770,,639201,gp_inferred,good
931941,Krishnarayapuram South,கிருஷ்ணராயபுரம் தெற்கு,,,Krishnarayapuram,KARUR,576,5770,,639201,gp_inferred,good
931943,Mahadanapuram South,மகாதானபுரம் தெற்கு,,,Krishnarayapuram,KARUR,576,5770,,639201,gp_inferred,good
635593,Mahadhanapuram(North),,Mahadhanapuram,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639102,taluk_match,high
635590,Manavasi,,Manavasi,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639108,name_match,high
635588,Mayanur,,Mayanur,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639108,name_match,high
635601,Muthurengampatti,,Muthurengampatti,KRISHNARAYAPURAM,Krishnarayapuram,KARUR,576,5770,6201,639119,taluk_match,high
